,Opentime,Parkinfo,cost_level,Product_evaluation,Environment_evaluation,Service_evaluation,latitude,longitude,Shopid,District,Area,total_shop,clothes_and_shoes,food,entertainment,makeup,shopping,digital,other,group_purchase,comment,checkins
1546,19,0,0,0,0,0,39.90703,116.30474,57186754,1,17,0,0,0,0,0,0,0,0,0,0,0
1547,10,0,0,0,0,0,39.99781,116.41918,57188961,4,17,0,0,0,0,0,0,0,0,0,0,0
1548,12,0,3,0,0,0,39.96156,116.37165,57189749,3,17,0,0,0,0,0,0,0,0,0,0,0
1549,12,0,2,0,0,0,39.88392,116.44373,57190788,2,17,0,0,0,0,0,0,0,0,0,0,0
1550,9,0,0,0,0,0,39.88482,116.32146,57190935,5,17,0,0,0,0,0,0,0,0,0,0,0
1551,15,0,2,0,0,0,39.91542,116.40838,57206203,2,17,0,0,0,0,0,0,0,0,0,0,0
1552,10,0,3,0,0,0,39.88878,116.34162,57208712,3,17,0,0,0,0,0,0,0,0,0,0,0
1553,17,0,0,0,0,0,39.80572,116.40226,57211096,5,17,0,0,0,0,0,0,0,0,0,0,0
1554,12,0,3,0,0,0,39.75774,116.54562,57240513,9,17,0,0,0,0,0,0,0,0,0,0,0
1555,12,1,3,0,0,0,0,0,57242229,13,17,0,0,0,0,0,0,0,0,0,5,0
1556,15,0,2,0,0,0,39.8635,116.38271,57278235,2,17,0,0,0,0,0,0,0,0,0,0,0
1557,14,0,3,0,0,0,0,0,57280594,3,17,0,0,0,0,0,0,0,0,0,0,0
1558,16,0,0,0,0,0,0,0,57328010,4,17,0,0,0,0,0,0,0,0,0,0,0
1559,10,0,1,0,0,0,39.9955,116.41586,57379697,4,17,0,0,0,0,0,0,0,0,0,0,0
1560,12,0,3,0,0,0,40.09596,116.29002,57396931,10,17,0,0,0,0,0,0,0,0,0,1,0
1561,12,0,3,0,0,0,39.93886,116.33917,57421103,3,17,0,0,0,0,0,0,0,0,0,1,0
1562,10,0,0,0,0,0,0,0,57439823,1,13,0,0,0,0,0,0,0,0,0,1,0
1563,15,0,2,0,0,0,0,0,57441196,2,17,0,0,0,0,0,0,0,0,0,0,0
1564,14,0,0,0,0,0,40.01657,116.25915,57447193,1,17,0,0,0,0,0,0,0,0,0,0,0
1565,12,0,0,0,0,0,39.8983,116.47702,57463192,4,17,0,0,0,0,0,0,0,0,0,0,0
1566,24,0,2,0,0,0,39.9152,116.41174,57464038,2,3,0,0,0,0,0,0,0,0,0,1,0
1567,11,0,0,0,0,0,0,0,57478256,4,10,0,0,0,0,0,0,0,0,0,1,0
1568,9,0,3,0,0,0,0,0,57489765,9,17,0,0,0,0,0,0,0,0,0,0,0
1569,0,0,0,0,0,0,0,0,57490647,4,17,0,0,0,0,0,0,0,0,0,0,0
1570,12,0,3,0,0,0,40.09685,116.6833,57491297,8,17,0,0,0,0,0,0,0,0,0,0,0
1571,11,0,1,0,0,0,39.90758,116.45781,57514764,4,7,0,0,0,0,0,0,0,0,0,1,0
1572,16,0,0,0,0,0,39.96126,116.34687,57524669,1,17,0,0,0,0,0,0,0,0,0,0,0
1573,9,0,1,0,0,0,39.92026,116.45427,57534673,4,6,0,0,0,0,0,0,0,0,0,0,0
1574,12,0,3,0,0,0,0,0,57541587,4,10,0,0,0,0,0,0,0,0,0,1,0
1575,11,0,3,0,0,0,0,0,57545754,4,17,0,0,0,0,0,0,0,0,0,1,0
1576,12,0,2,0,0,0,39.94039,116.436,57545927,2,17,0,0,0,0,0,0,0,0,0,0,0
1577,12,0,3,0,0,0,39.8493,116.42499,57560839,5,17,0,0,0,0,0,0,0,0,0,6,0
1578,12,0,3,0,7.9,0,39.87154,116.36545,57568902,3,17,0,0,0,0,0,0,0,0,0,14,0
1579,11,0,3,0,0,0,39.80742,116.21509,57579801,15,17,0,0,0,0,0,0,0,0,0,0,0
1580,15,0,2,0,0,0,39.89654,116.4181,57582573,2,17,0,0,0,0,0,0,0,0,0,0,0
1581,14,0,2,0,0,0,39.89654,116.4181,57582574,2,17,0,0,0,0,0,0,0,0,0,0,0
1582,13,0,0,0,0,0,39.99219,116.33917,57585494,1,17,0,0,0,0,0,0,0,0,0,0,0
1583,22,0,3,0,0,0,40.17887,116.36718,57595834,10,17,0,0,0,0,0,0,0,0,0,0,0
1584,10,0,3,0,0,0,39.91414,116.3745,57616649,3,17,0,0,0,0,0,0,0,0,0,0,0
1585,14,0,0,0,0,0,40.00869,116.35394,57623106,1,17,0,0,0,0,0,0,0,0,0,0,0
1586,14,0,0,0,0,0,40.00869,116.35394,57623107,1,17,0,0,0,0,0,0,0,0,0,0,0
1587,0,0,0,0,0,0,39.92734,116.44103,57648548,4,17,0,0,0,0,0,0,0,0,0,0,0
1588,9,0,3,0,0,0,40.01243,116.59598,57650037,4,17,0,0,0,0,0,0,0,0,0,1,0
1589,12,0,0,0,0,0,39.97797,116.47941,57663871,4,17,0,0,0,0,0,0,0,0,0,0,0
1590,0,0,3,0,0,0,39.77176,116.21144,57677681,15,17,0,0,0,0,0,0,0,0,0,0,0
1591,12,0,3,0,0,0,0,0,57689517,3,17,0,0,0,0,0,0,0,0,0,1,0
1592,13,0,3,0,0,0,39.9217,116.19783,57781638,6,17,0,0,0,0,0,0,0,0,0,0,0
1593,15,0,2,0,0,0,39.93997,116.43545,57800802,2,17,0,0,0,0,0,0,0,0,0,0,0
1594,10,0,0,0,0,0,39.9362,116.44938,57808631,4,17,0,0,0,0,0,0,0,0,0,0,0
1595,12,0,3,0,0,0,0,0,57837709,13,17,0,0,0,0,0,0,0,0,0,0,0
1596,12,0,0,0,0,0,39.90831,116.57716,57866908,4,17,0,0,0,0,0,0,0,0,0,0,0
1597,14,0,3,0,0,0,39.90937,116.37536,57876890,3,17,0,0,0,0,0,0,0,0,0,0,0
1598,22,0,3,0,0,0,0,0,57880127,10,17,0,0,0,0,0,0,0,0,0,0,0
1599,6,0,0,0,0,0,39.90836,116.57731,57896360,4,17,0,0,0,0,0,0,0,0,0,0,0
1600,10,0,0,0,0,0,39.97728,116.34584,57905302,1,17,0,0,0,0,0,0,0,0,0,1,0
1601,10,0,0,0,0,0,39.84993,116.4053,57944487,5,17,0,0,0,0,0,0,0,0,0,0,0
1602,12,1,3,0,0,0,39.88067,116.39857,57972187,3,1,0,0,0,0,0,0,0,0,0,1,0
1603,12,0,0,0,0,0,0,0,57980599,5,17,0,0,0,0,0,0,0,0,0,0,0
1604,14,0,3,0,0,0,39.90937,116.37536,57990857,3,17,0,0,0,0,0,0,0,0,0,0,0
1605,12,0,3,0,0,0,40.04629,116.60278,58000808,8,17,0,0,0,0,0,0,0,0,0,0,0
1606,11,0,3,0,0,0,39.73469,116.1392,58011661,15,17,0,0,0,0,0,0,0,0,0,0,0
1607,12,0,1,0,0,0,0,0,58020126,4,17,0,0,0,0,0,0,0,0,0,1,0
1608,12,0,2,0,0,0,0,0,58020625,2,17,0,0,0,0,0,0,0,0,0,1,0
1609,10,0,0,0,0,0,39.97289,116.29488,58042509,1,17,0,0,0,0,0,0,0,0,0,1,0
1610,10,0,1,0,0,0,39.90929,116.47262,58045727,4,11,0,0,0,0,0,0,0,0,0,1,0
1611,14,0,3,0,0,0,39.7357,116.13923,58045771,15,17,0,0,0,0,0,0,0,0,0,1,0
1612,23,0,2,0,0,0,39.91352,116.40922,58045823,2,3,0,0,0,0,0,0,0,0,0,1,0
1613,10,0,0,0,0,0,39.91706,116.60594,58059453,4,17,0,0,0,0,0,0,0,0,0,0,0
1614,10,0,1,0,0,0,0,0,58172707,4,17,0,0,0,0,0,0,0,0,0,1,0
1615,15,0,0,0,0,0,39.84621,116.32564,58249870,5,17,0,0,0,0,0,0,0,0,0,0,0
1616,12,0,3,0,0,0,40.10549,116.54236,58350906,8,17,0,0,0,0,0,0,0,0,0,0,0
1617,22,0,3,0,0,0,40.22428,116.23696,58406571,10,17,0,0,0,0,0,0,0,0,0,0,0
1618,12,0,1,0,0,0,39.91249,116.4595,58462888,4,7,0,0,0,0,0,0,0,0,0,0,0
1619,0,0,0,0,0,0,0,0,58477310,4,7,0,0,0,0,0,0,0,0,0,0,0
1620,13,0,0,0,0,0,39.99268,116.33923,58477325,1,17,0,0,0,0,0,0,0,0,0,0,0
1621,8,0,0,0,0,0,39.87401,116.28181,58539721,5,17,0,0,0,0,0,0,0,0,0,0,0
1622,13,0,0,0,0,0,39.95394,116.33511,58600198,1,17,0,0,0,0,0,0,0,0,0,0,0
1623,10,0,3,0,0,0,0,0,58600202,3,17,0,0,0,0,0,0,0,0,0,0,0
1624,12,0,1,0,0,0,39.93844,116.45406,58678373,4,14,0,0,0,0,0,0,0,0,0,0,0
1625,11,0,3,0,0,0,40.12953,116.65172,58697620,8,17,0,0,0,0,0,0,0,0,0,0,0
1626,12,0,3,0,0,0,39.90697,116.65003,58702657,9,17,0,0,0,0,0,0,0,0,0,0,0
1627,12,0,3,0,0,0,40.046,116.602,58702671,8,17,0,0,0,0,0,0,0,0,0,0,0
1628,13,0,3,0,0,0,39.90419,116.23613,58702711,6,17,0,0,0,0,0,0,0,0,0,0,0
1629,12,0,3,0,0,0,39.93714,116.34159,58702829,3,17,0,0,0,0,0,0,0,0,0,0,0
1630,15,0,0,0,0,0,39.909,116.576,58707003,4,17,0,0,0,0,0,0,0,0,0,0,0
1631,13,0,0,0,0,0,39.85436,116.40308,58707005,5,17,0,0,0,0,0,0,0,0,0,0,0
1632,13,0,3,0,0,0,39.90424,116.23593,58707049,6,17,0,0,0,0,0,0,0,0,0,0,0
1633,13,0,3,0,0,0,39.80348,116.53301,58707730,7,17,0,0,0,0,0,0,0,0,0,0,0
1634,12,0,0,0,0,0,39.94928,116.47541,58711209,4,17,0,0,0,0,0,0,0,0,0,0,0
1635,15,0,0,0,0,0,39.93506,116.44956,58720453,4,17,0,0,0,0,0,0,0,0,0,0,0
1636,12,0,1,0,0,0,39.99296,116.46886,58728595,4,10,0,0,0,0,0,0,0,0,0,0,0
1637,15,0,0,0,0,0,39.90932,116.47957,58730489,4,17,0,0,0,0,0,0,0,0,0,0,0
1639,12,0,0,0,0,0,39.85499,116.367,58826687,5,17,0,0,0,0,0,0,0,0,0,0,0
1640,0,0,0,0,0,0,39.92436,116.43923,58875166,4,17,0,0,0,0,0,0,0,0,0,0,0
1641,10,0,0,0,0,0,39.92436,116.43923,58875168,4,17,0,0,0,0,0,0,0,0,0,0,0
1642,0,0,3,0,0,0,39.80366,116.42941,58909072,7,17,0,0,0,0,0,0,0,0,0,0,0
1643,0,0,0,0,0,0,39.89004,116.47544,58943850,4,16,0,0,0,0,0,0,0,0,0,0,0
1644,11,0,0,0,0,0,39.91138,116.47126,58954440,4,11,0,0,0,0,0,0,0,0,0,1,0
1645,11,0,0,0,0,0,39.87814,116.46806,58965055,4,17,0,0,0,0,0,0,0,0,0,1,0
1646,9,0,3,0,0,0,39.79802,116.57732,59016547,9,17,0,0,0,0,0,0,0,0,0,0,0
1647,12,0,0,0,0,0,39.91746,116.43766,59024703,4,2,0,0,0,0,0,0,0,0,0,2,0
1648,13,0,2,0,0,0,40.14679,117.09459,59037576,16,17,0,0,0,0,0,0,0,0,0,0,0
1649,12,0,3,0,0,0,39.90785,116.35864,59043805,3,17,0,0,0,0,0,0,0,0,0,0,0
1650,12,0,3,0,0,0,39.96622,116.38502,59089484,3,17,0,0,0,0,0,0,0,0,0,0,0
1651,15,0,2,0,0,0,39.93657,116.43649,59094619,2,17,0,0,0,0,0,0,0,0,0,1,0
1652,12,0,0,0,0,0,39.91035,116.48008,59099591,4,11,0,0,0,0,0,0,0,0,0,0,0
