,Opentime,Parkinfo,cost_level,Product_evaluation,Environment_evaluation,Service_evaluation,latitude,longitude,Shopid,District,Area,total_shop,clothes_and_shoes,food,entertainment,makeup,shopping,digital,other,group_purchase,comment,checkins
887,12,0,3,6.9,0,7,39.92127,116.46275,32372160,4,15,0,0,0,0,0,0,0,0,0,13,0
888,10,0,3,0,0,0,39.74622,116.54553,32372919,9,17,0,0,0,0,0,0,0,0,0,0,0
889,13,0,0,0,0,0,39.96681,116.32554,32385510,1,17,0,0,0,0,0,0,0,0,0,2,0
890,9,0,0,0,0,0,39.87401,116.28181,32391658,5,17,0,0,0,0,0,0,0,0,0,0,0
891,12,0,3,0,0,0,39.73046,116.33223,32395872,7,17,0,0,0,0,0,0,0,0,0,0,0
892,12,0,0,0,0,0,39.82533,116.29721,32400780,5,17,0,0,0,0,0,0,0,0,0,4,0
893,16,0,0,0,0,0,39.89818,116.49891,32404844,4,17,0,0,0,0,0,0,0,0,0,0,0
894,15,0,2,0,0,0,39.92479,116.43403,32407534,2,17,0,0,0,0,0,0,0,0,0,0,0
895,15,0,0,0,0,0,39.92154,116.43902,32407563,4,6,0,0,0,0,0,0,0,0,0,0,0
896,11,0,3,0,0,0,39.73371,116.12029,32422823,15,17,0,0,0,0,0,0,0,0,0,0,0
897,12,0,3,0,0,0,39.89213,116.62649,32425778,9,17,0,0,0,0,0,0,0,0,0,3,0
898,10,0,0,0,0,0,39.8589,116.50006,32445063,4,17,0,0,0,0,0,0,0,0,0,1,0
899,12,0,1,0,0,0,39.90858,116.29769,32450787,1,17,0,0,0,0,0,0,0,0,0,6,0
900,13,0,2,0,0,0,39.93428,116.39642,32450997,3,17,0,0,0,0,0,0,0,0,0,2,0
901,8,0,2,0,0,0,39.90554,116.42837,32451089,2,17,0,0,0,0,0,0,0,0,0,2,0
902,12,0,3,0,0,0,40.22054,116.23771,32451177,10,17,0,0,0,0,0,0,0,0,0,0,0
903,16,0,2,0,0,0,39.88621,116.42042,32451217,2,17,0,0,0,0,0,0,0,0,0,4,0
904,12,0,3,0,0,0,39.92555,116.60376,32451417,4,17,0,0,0,0,0,0,0,0,0,7,0
905,12,0,3,0,0,0,40.14909,116.72169,32451583,8,17,0,0,0,0,0,0,0,0,0,3,0
906,16,0,0,6.9,6.9,6.9,39.91675,116.52979,32451692,4,17,0,0,0,0,0,0,0,0,0,1,0
907,11,0,0,0,7,6.9,39.9718,116.33116,32451784,1,17,0,0,0,0,0,0,0,0,0,4,0
908,5,0,1,0,0,0,39.89574,116.45805,32453824,4,16,0,0,0,0,0,0,0,0,0,2,0
909,14,0,3,0,8,0,39.91932,116.44781,32458787,4,6,131,49,37,8,3,0,1,33,2,5,2
910,13,0,3,0,0,0,40.52651,116.99484,32464564,17,17,0,0,0,0,0,0,0,0,0,0,0
911,12,0,2,0,0,0,40.12478,116.57066,32465747,8,17,0,0,0,0,0,0,0,0,0,4,0
912,12,0,3,0,0,0,39.94556,116.36981,32472285,3,17,0,0,0,0,0,0,0,0,0,0,0
913,12,0,3,0,0,0,40.50844,116.81762,32473283,20,17,0,0,0,0,0,0,0,0,0,0,0
914,15,0,0,0,0,0,39.91919,116.47812,32487613,4,17,0,0,0,0,0,0,0,0,0,0,0
915,0,0,3,0,0,0,39.73162,116.34255,32511124,7,17,0,0,0,0,0,0,0,0,0,0,0
916,11,0,3,0,0,0,39.95871,116.28858,32511421,1,17,0,0,0,0,0,0,0,0,0,3,0
917,16,0,2,0,0,0,39.90032,116.40533,32517754,2,17,0,0,0,0,0,0,0,0,0,1,0
918,13,0,3,0,0,0,40.3776,116.84618,32530320,17,17,0,0,0,0,0,0,0,0,0,0,0
919,8,0,0,0,0,0,39.9221,116.44606,32559342,4,6,0,0,0,0,0,0,0,0,0,0,0
920,13,0,3,0,0,0,39.74965,116.34112,32576788,7,17,0,0,0,0,0,0,0,0,0,0,0
921,12,0,1,0,0,6.9,39.92531,116.603,32585440,4,17,0,0,0,0,0,0,0,0,0,2,0
922,12,0,0,0,0,0,39.83321,116.35357,32588886,5,17,0,0,0,0,0,0,0,0,0,2,0
923,12,0,2,0,0,0,39.94086,116.39729,32600716,2,17,0,0,0,0,0,0,0,0,0,3,0
925,23,0,2,0,0,0,39.94851,116.40954,32645299,2,17,0,0,0,0,0,0,0,0,0,0,0
926,10,0,1,0,0,0,39.94933,116.47656,32647967,4,17,0,0,0,0,0,0,0,0,0,335,0
927,6,0,0,0,0,0,39.9102,116.30811,32648694,1,17,0,0,0,0,0,0,0,0,0,0,0
928,15,0,0,0,0,0,39.83603,116.37134,32677191,5,17,0,0,0,0,0,0,0,0,0,0,0
929,15,0,2,0,0,0,39.91561,116.40981,32682869,2,3,0,0,0,0,0,0,0,0,0,0,0
930,12,0,0,0,0,0,39.94841,116.4501,32685087,4,4,0,0,0,0,0,0,0,0,0,0,0
931,13,0,0,0,0,0,39.90802,116.30376,32686972,1,17,0,0,0,0,0,0,0,0,0,0,0
932,22,0,3,0,0,0,40.071,116.406,32687814,10,17,0,0,0,0,0,0,0,0,0,0,0
933,12,0,0,0,0,0,39.85223,116.3127,32694770,5,17,0,0,0,0,0,0,0,0,0,0,0
934,11,0,3,0,0,0,39.90932,116.30759,32706721,3,17,0,0,0,0,0,0,0,0,0,8,0
935,12,0,3,0,0,0,39.94374,116.09761,32713602,12,17,0,0,0,0,0,0,0,0,0,0,0
936,11,0,3,0,0,0,39.76525,116.21712,32715493,15,17,0,0,0,0,0,0,0,0,0,0,0
937,12,0,3,0,0,0,40.14831,116.63943,32717357,8,17,0,0,0,0,0,0,0,0,0,0,0
938,14,0,3,0,0,0,39.93989,116.35037,32717937,3,17,0,0,0,0,0,0,0,0,0,0,0
939,12,0,3,0,0,0,39.63773,116.83002,32718146,9,17,0,0,0,0,0,0,0,0,0,0,0
940,22,0,3,0,0,0,40.18059,116.1696,32718235,10,17,0,0,0,0,0,0,0,0,0,0,0
941,15,0,2,0,0,0,39.93506,116.43988,32718459,2,17,0,0,0,0,0,0,0,0,0,0,0
942,15,0,0,0,0,0,39.89837,116.49713,32718688,4,17,0,0,0,0,0,0,0,0,0,0,0
943,16,0,0,0,0,0,40.02743,116.23309,32718810,1,17,0,0,0,0,0,0,0,0,0,0,0
944,15,0,2,0,0,0,39.94128,116.45001,32720373,4,17,0,0,0,0,0,0,0,0,0,0,0
945,12,0,0,0,0,0,39.92846,116.46356,32720475,4,15,0,0,0,0,0,0,0,0,0,0,0
946,12,0,2,0,0,0,39.94084,116.44065,32720528,2,17,0,0,0,0,0,0,0,0,0,1,0
947,12,0,3,0,0,0,40.37928,116.846,32721141,17,17,0,0,0,0,0,0,0,0,0,0,0
948,12,0,3,0,0,0,39.77774,116.28984,32722239,7,17,0,0,0,0,0,0,0,0,0,0,0
949,10,0,0,0,0,0,39.97085,116.50296,32723159,4,17,0,0,0,0,0,0,0,0,0,0,0
950,13,0,3,0,0,0,39.75598,116.33492,32723706,7,17,0,0,0,0,0,0,0,0,0,1,0
951,13,0,3,0,0,0,39.8059,116.44382,32723877,7,17,0,0,0,0,0,0,0,0,0,0,0
952,15,0,0,0,0,0,39.93256,116.47745,32725248,4,15,0,0,0,0,0,0,0,0,0,0,0
953,13,0,3,0,0,0,39.88953,116.23142,32725706,6,17,0,0,0,0,0,0,0,0,0,0,0
954,13,1,3,0,0,0,39.93032,116.198,32726876,6,17,0,0,0,0,0,0,0,0,0,90,0
955,12,0,3,0,0,0,40.36681,116.85462,32728464,17,17,0,0,0,0,0,0,0,0,0,0,0
956,15,0,2,0,0,0,39.88433,116.39896,32729803,2,17,0,0,0,0,0,0,0,0,0,0,0
957,12,0,3,0,0,0,40.05869,116.57908,32730092,8,17,0,0,0,0,0,0,0,0,0,0,0
958,15,0,2,0,0,0,39.91539,116.41215,32730285,2,3,0,0,0,0,0,0,0,0,0,0,0
959,13,0,3,0,0,0,40.15159,116.46234,32730335,10,17,0,0,0,0,0,0,0,0,0,0,0
960,14,0,0,0,0,0,39.91641,116.29475,32730516,1,17,0,0,0,0,0,0,0,0,0,0,0
961,19,0,0,0,0,0,39.92893,116.31211,32731449,1,17,0,0,0,0,0,0,0,0,0,0,0
962,12,0,3,0,0,0,39.78505,116.53171,32732946,7,17,0,0,0,0,0,0,0,0,0,0,0
963,15,0,2,0,0,0,39.97182,116.39916,32735075,2,17,0,0,0,0,0,0,0,0,0,0,0
964,13,0,0,0,0,0,39.95015,116.25665,32735844,1,17,0,0,0,0,0,0,0,0,0,0,0
966,11,0,0,0,0,0,40.03317,116.41626,32782631,4,17,0,0,0,0,0,0,0,0,0,0,0
967,12,0,3,0,0,0,39.88168,116.66888,32782807,9,17,0,0,0,0,0,0,0,0,0,0,0
968,11,0,3,0,0,0,39.73102,115.95803,32784689,15,17,0,0,0,0,0,0,0,0,0,0,0
969,12,0,2,0,0,0,39.91067,116.41141,32784827,2,17,0,0,0,0,0,0,0,0,0,1,0
970,10,0,0,0,0,0,40.04128,116.4089,32785132,4,17,0,0,0,0,0,0,0,0,0,0,0
971,9,0,3,0,0,0,39.88792,116.37398,32785945,3,17,0,0,0,0,0,0,0,0,0,0,0
972,15,0,0,0,0,0,39.92167,116.45227,32786614,4,6,0,0,0,0,0,0,0,0,0,0,0
973,11,0,0,0,0,0,39.91702,116.51938,32786748,4,17,0,0,0,0,0,0,0,0,0,0,0
974,11,0,0,0,0,0,39.99051,116.49799,32786761,4,17,0,0,0,0,0,0,0,0,0,0,0
975,12,0,2,0,0,0,39.89477,116.41695,32787574,2,17,0,0,0,0,0,0,0,0,0,0,0
976,8,0,0,0,0,0,39.84111,116.38973,32788152,5,17,0,0,0,0,0,0,0,0,0,0,0
977,0,0,3,0,0,0,39.73691,116.33015,32788567,7,17,0,0,0,0,0,0,0,0,0,0,0
978,13,0,3,0,0,0,39.78944,116.32839,32789088,7,17,0,0,0,0,0,0,0,0,0,2,0
979,11,0,3,0,0,0,39.73267,116.19227,32791958,15,17,0,0,0,0,0,0,0,0,0,0,0
980,9,0,1,0,0,0,40.01149,116.39304,32795933,4,17,0,0,0,0,0,0,0,0,0,0,0
981,15,0,0,0,0,0,39.80247,116.28865,32799555,5,17,0,0,0,0,0,0,0,0,0,0,0
982,13,0,0,0,0,0,39.97308,116.36448,32799598,1,17,0,0,0,0,0,0,0,0,0,0,0
983,12,0,3,0,0,0,40.13435,116.49412,32804996,8,17,0,0,0,0,0,0,0,0,0,0,0
984,8,0,0,0,0,0,39.86423,116.38499,32810297,5,17,0,0,0,0,0,0,0,0,0,0,0
985,12,0,3,0,0,0,40.44939,115.98226,32811312,13,17,0,0,0,0,0,0,0,0,0,0,0
986,12,0,3,0,0,0,40.08694,116.35049,32814123,10,17,0,0,0,0,0,0,0,0,0,0,0
987,13,0,3,0,0,0,39.9249,116.1745,32814193,6,17,0,0,0,0,0,0,0,0,0,0,0
988,6,0,0,0,0,0,40.03566,116.31004,32818336,1,17,0,0,0,0,0,0,0,0,0,0,0
989,12,0,1,0,0,0,39.9727,116.44772,32821652,4,17,0,0,0,0,0,0,0,0,0,0,0
990,11,0,3,0,0,0,39.89593,116.39608,32822289,3,17,0,0,0,0,0,0,0,0,0,3,0
991,10,0,0,0,0,0,40.04985,116.17172,32824680,1,17,0,0,0,0,0,0,0,0,0,0,0
992,16,0,0,0,0,0,39.92828,116.27522,32827071,1,17,0,0,0,0,0,0,0,0,0,0,0
993,13,0,3,0,0,0,39.94163,116.35271,32827299,3,17,0,0,0,0,0,0,0,0,0,0,0
994,11,0,3,0,0,0,39.89403,116.37505,32830745,3,17,0,0,0,0,0,0,0,0,0,0,0
995,12,0,2,0,0,0,40.37072,116.67266,32831453,11,17,0,0,0,0,0,0,0,0,0,0,0
996,12,0,3,0,0,0,39.91055,116.65912,32834661,9,17,0,0,0,0,0,0,0,0,0,0,0
997,12,0,3,0,0,0,39.84261,116.70605,32835029,9,17,0,0,0,0,0,0,0,0,0,0,0
998,12,0,3,0,0,0,39.90458,116.12445,32835143,12,17,0,0,0,0,0,0,0,0,0,0,0
999,9,0,1,0,0,0,39.97079,116.43618,32851980,4,17,0,0,0,0,0,0,0,0,0,0,0
1000,12,0,3,0,0,0,39.90938,116.37436,32872989,3,1,0,0,0,0,0,0,0,0,0,0,0
1001,12,0,2,0,0,0,39.91391,116.41121,32874051,2,3,0,0,0,0,0,0,0,0,0,0,0
1002,12,1,3,0,0,0,39.91673,116.45202,32882736,4,6,0,0,0,0,0,0,0,0,0,162,0
1003,24,0,2,7.9,7.9,7.9,39.9018,116.40913,32883798,2,17,0,0,0,0,0,0,0,0,0,3,0
1005,10,0,0,0,0,0,39.85794,116.40487,33506328,5,17,0,0,0,0,0,0,0,0,0,1,0
1006,8,0,0,0,0,0,39.84547,116.39921,33576381,5,17,0,0,0,0,0,0,0,0,0,1,0
1007,11,0,2,0,0,0,39.81799,116.29057,33577667,5,17,0,0,0,0,0,0,0,0,0,15,0
1009,12,0,1,0,0,0,39.92555,116.60376,34255234,4,17,0,0,0,0,0,0,0,0,0,3,0
1030,13,0,3,0,0,0,39.78953,116.32435,35810232,7,17,0,0,0,0,0,0,0,0,0,0,0
1047,10,0,0,7,7,7,39.96969,116.3019,37778896,1,17,0,0,0,0,0,0,0,0,0,2,0
1048,11,0,1,0,0,0,39.9063,116.45899,37780484,4,7,0,0,0,0,0,0,0,0,0,1,0
1049,0,0,3,0,0,0,0,0,37783007,15,17,0,0,0,0,0,0,0,0,0,1,0
1050,12,0,3,0,0,0,39.87075,116.69603,37784041,9,17,0,0,0,0,0,0,0,0,0,0,0
1051,10,0,0,0,0,0,39.96047,116.4389,37800489,4,17,0,0,0,0,0,0,0,0,0,0,0
1052,16,0,0,0,0,0,39.9326,116.4596,37929873,4,14,0,0,0,0,0,0,0,0,0,1,0
1053,16,0,1,0,0,0,39.90169,116.466,37929975,4,16,0,0,0,0,0,0,0,0,0,1,0
1054,10,0,3,0,0,0,0,0,38072883,10,17,0,0,0,0,0,0,0,0,0,0,0
1055,12,0,2,0,0,0,39.91017,116.41115,38075136,2,17,0,0,0,0,0,0,0,0,0,1,1
1056,12,0,3,0,0,0,39.90826,116.67108,38075153,9,17,0,0,0,0,0,0,0,0,0,2,0
1057,13,0,0,0,0,0,39.8975,116.29553,38075164,1,17,0,0,0,0,0,0,0,0,0,0,0
1058,13,0,1,0,0,0,40.03345,116.41819,38075180,4,17,0,0,0,0,0,0,0,0,0,0,0
1059,12,0,3,0,0,0,39.89988,116.49185,38075204,4,17,0,0,0,0,0,0,0,0,0,1,0
1060,12,0,2,0,0,0,39.88993,116.28405,38075213,5,17,0,0,0,0,0,0,0,0,0,1,0
1061,9,0,3,0,0,0,39.86737,116.50319,38075230,4,17,0,0,0,0,0,0,0,0,0,2,0
1062,12,0,0,0,0,0,39.90649,116.37566,38075232,3,17,0,0,0,0,0,0,0,0,0,0,0
1063,15,0,2,0,0,0,39.94005,116.4357,38075233,2,17,0,0,0,0,0,0,0,0,0,2,0
1064,8,0,2,0,0,0,39.93938,116.43473,38075263,2,17,0,0,0,0,0,0,0,0,0,1,0
1065,12,0,3,0,0,0,40.12755,116.2674,38075283,10,17,0,0,0,0,0,0,0,0,0,1,0
1066,16,0,2,0,0,0,39.91001,116.41645,38075286,2,17,58,1,9,2,3,0,0,43,2,0,1
1067,12,0,3,0,0,0,40.37422,116.84556,38075293,17,17,0,0,0,0,0,0,0,0,0,1,0
1068,15,0,2,0,0,0,39.90943,116.41191,38075303,2,17,0,0,0,0,0,0,0,0,0,0,0
1069,12,0,0,0,0,0,39.83385,116.36928,38075304,5,17,0,0,0,0,0,0,0,0,0,3,0
1070,12,0,1,0,0,0,40.00791,116.46702,38075316,4,10,4,0,1,0,0,0,0,3,0,2,0
1071,11,0,2,0,0,0,39.92234,116.44926,38075323,4,17,0,0,0,0,0,0,0,0,0,9,9
1072,13,0,3,0,0,0,39.80549,116.4431,38075330,7,17,6,1,1,0,0,0,0,4,0,0,1
1073,12,0,3,0,0,0,39.79899,116.56567,38075331,9,17,0,0,0,0,0,0,0,0,0,0,0
1074,11,0,0,0,0,0,40.04048,116.41557,38075340,4,17,0,0,0,0,0,0,0,0,0,0,0
1075,12,0,3,0,0,0,40.13038,116.65164,38075355,8,17,0,0,0,0,0,0,0,0,0,1,0
1076,0,0,0,0,0,0,39.92132,116.43773,38075364,4,17,0,0,0,0,0,0,0,0,0,0,0
1077,12,0,3,0,0,0,40.05713,116.33102,38075386,10,17,22,1,4,1,0,0,0,16,0,2,0
1078,16,0,0,0,0,0,39.98055,116.31613,38075410,1,17,0,0,0,0,0,0,0,0,0,1,0
1079,12,1,2,0,0,0,40.1292,116.64188,38075415,8,17,4,2,2,0,0,0,0,0,0,1,0
1080,11,0,3,7,7,0,40.22126,116.24414,38075416,10,17,0,0,0,0,0,0,0,0,0,2,0
1081,0,0,0,0,0,0,0,0,38090089,4,17,0,0,0,0,0,0,0,0,0,0,0
1082,9,0,0,0,0,0,39.91312,116.27501,38106244,1,17,0,0,0,0,0,0,0,0,0,0,0
1083,15,0,2,0,0,0,39.89504,116.4348,38120539,2,17,0,0,0,0,0,0,0,0,0,0,0
1084,14,0,0,0,0,0,39.98419,116.3075,38120747,1,9,0,0,0,0,0,0,0,0,0,0,0
1085,14,0,3,0,0,0,39.89488,116.37675,38121888,3,17,0,0,0,0,0,0,0,0,0,0,0
1086,12,0,3,0,0,0,39.88965,116.65809,38142000,9,17,0,0,0,0,0,0,0,0,0,0,0
1087,12,0,0,0,0,0,0,0,38147991,4,6,0,0,0,0,0,0,0,0,0,0,0
1088,13,0,1,0,0,0,39.91999,116.45627,38151195,4,15,0,0,0,0,0,0,0,0,0,0,0
1089,9,0,0,0,0,0,39.95879,116.26624,38151753,1,17,0,0,0,0,0,0,0,0,0,1,0
1090,12,0,3,0,0,0,39.90028,116.66436,38163867,9,17,0,0,0,0,0,0,0,0,0,0,0
1091,10,0,1,0,0,0,39.90594,116.4605,38179203,4,7,0,0,0,0,0,0,0,0,0,1,0
1092,14,0,0,0,0,0,39.83012,116.32323,38219614,5,17,0,0,0,0,0,0,0,0,0,0,0
1093,9,0,3,0,0,0,39.89532,116.67764,38316573,9,17,0,0,0,0,0,0,0,0,0,0,0
1094,9,0,1,0,0,0,39.86459,116.47711,38331771,4,17,0,0,0,0,0,0,0,0,0,0,0
1095,10,0,0,0,0,0,39.98419,116.3075,38338024,1,9,0,0,0,0,0,0,0,0,0,0,0
1102,10,0,0,6.9,6.9,6.9,40.02862,116.31121,39429447,1,17,0,0,0,0,0,0,0,0,0,1,0
1103,11,0,3,0,0,0,39.94155,116.35243,39605765,3,17,0,0,0,0,0,0,0,0,0,0,0
1104,13,0,3,0,0,0,40.07527,116.36746,39608704,10,17,0,0,0,0,0,0,0,0,0,0,0
1105,12,0,3,0,0,0,40.14812,116.29855,39614771,10,17,0,0,0,0,0,0,0,0,0,0,0
1106,10,0,0,0,0,0,40.00344,116.57962,39645936,4,17,0,0,0,0,0,0,0,0,0,0,0
1107,12,0,0,0,0,0,39.857,116.44836,39738026,5,17,0,0,0,0,0,0,0,0,0,0,0
1108,12,0,3,0,0,0,40.09449,116.48289,39789187,8,17,0,0,0,0,0,0,0,0,0,0,0
1109,13,0,3,0,0,0,40.14792,116.29875,39862020,10,17,0,0,0,0,0,0,0,0,0,0,0
1110,16,0,0,0,0,0,40.00274,116.28303,39931187,1,17,0,0,0,0,0,0,0,0,0,0,0
1111,10,0,0,0,0,0,40.0169,116.50241,39949974,4,17,0,0,0,0,0,0,0,0,0,0,0
1113,15,0,0,0,0,0,40.03694,116.51254,40046690,4,17,0,0,0,0,0,0,0,0,0,0,0
1114,12,0,3,0,0,0,40.08423,116.44039,40066947,10,17,0,0,0,0,0,0,0,0,0,1,0
1115,12,0,3,0,0,0,40.14828,116.56189,40069626,8,17,0,0,0,0,0,0,0,0,0,0,0
1116,0,0,0,0,0,0,40.01561,116.50568,40102627,4,17,0,0,0,0,0,0,0,0,0,0,0
1117,22,0,3,0,0,0,40.10028,116.37411,40119370,10,17,0,0,0,0,0,0,0,0,0,0,0
1118,0,0,0,0,0,0,40.03736,116.50681,40128093,4,17,0,0,0,0,0,0,0,0,0,0,0
1120,12,0,2,0,0,0,40.31429,116.63027,40275235,11,17,0,0,0,0,0,0,0,0,0,0,0
1121,10,0,3,0,0,0,40.0876,116.45912,40349562,10,17,0,0,0,0,0,0,0,0,0,0,0
1122,12,0,1,0,0,0,40.00654,116.57297,40409633,4,17,0,0,0,0,0,0,0,0,0,0,0
1132,0,0,3,0,0,0,40.08575,116.44058,40601986,10,17,0,0,0,0,0,0,0,0,0,0,0
1134,15,0,0,0,0,0,39.9903,116.63213,40637287,4,17,0,0,0,0,0,0,0,0,0,0,0
1140,22,0,3,0,0,0,40.08644,116.39536,40793554,10,17,0,0,0,0,0,0,0,0,0,0,0
1142,9,0,3,0,0,0,39.87147,116.64545,40901969,9,17,0,0,0,0,0,0,0,0,0,0,0
1147,12,0,1,0,0,0,39.96305,116.49466,41042243,4,17,0,0,0,0,0,0,0,0,0,0,0
1149,22,0,3,0,0,0,40.09212,116.36802,41079260,10,17,0,0,0,0,0,0,0,0,0,0,0
1152,8,0,0,0,0,0,39.87026,116.3224,41094820,5,17,0,0,0,0,0,0,0,0,0,0,0
1153,11,0,3,0,0,0,40.10275,116.4314,41114547,10,17,0,0,0,0,0,0,0,0,0,0,0
1154,22,0,3,0,0,0,40.07001,116.3301,41138897,10,17,0,0,0,0,0,0,0,0,0,0,0
1155,12,0,3,0,0,0,39.88899,116.39475,41156511,3,17,0,0,0,0,0,0,0,0,0,0,0
1156,12,0,3,0,0,0,40.09464,116.48329,41164030,8,17,0,0,0,0,0,0,0,0,0,0,0
1158,13,0,3,0,0,0,40.08325,116.44075,41181881,10,17,0,0,0,0,0,0,0,0,0,0,0
1164,19,0,0,0,0,0,40.05307,116.30668,41345789,1,17,0,0,0,0,0,0,0,0,0,0,0
1167,12,0,3,0,0,0,39.88802,116.39432,41400686,3,17,0,0,0,0,0,0,0,0,0,0,0
1168,15,0,0,0,0,0,40.00482,116.57268,41406381,4,17,0,0,0,0,0,0,0,0,0,0,0
1169,6,0,0,0,0,0,39.99764,116.29086,41522912,1,17,0,0,0,0,0,0,0,0,0,0,0
1170,12,0,3,0,0,0,39.7623,116.55372,41607716,9,17,0,0,0,0,0,0,0,0,0,1,0
1173,11,0,0,0,0,0,0,0,41936817,4,16,0,0,0,0,0,0,0,0,0,0,0
1184,13,0,0,0,0,0,0,0,43558646,1,17,0,0,0,0,0,0,0,0,0,1,0
1185,16,0,0,0,0,0,0,0,43558668,4,17,0,0,0,0,0,0,0,0,0,0,0
1186,10,0,1,7.9,7.9,7.9,39.90932,116.47957,43559554,4,11,0,0,0,0,0,0,0,0,0,6,0
1187,6,0,0,0,0,0,40.0403,116.32135,43560667,1,17,0,0,0,0,0,0,0,0,0,0,0
1188,12,0,2,0,0,0,39.95461,116.42183,43596532,2,17,0,0,0,0,0,0,0,0,0,0,0
1189,12,0,3,8,0,0,39.81113,116.50605,43597374,7,17,0,0,0,0,0,0,0,0,0,9,0
1190,9,0,2,0,0,0,39.85662,116.39963,43606358,5,17,0,0,0,0,0,0,0,0,0,3,0
1191,12,0,0,0,0,0,39.86699,116.49013,43609061,4,17,0,0,0,0,0,0,0,0,0,0,0
1192,13,0,3,0,0,0,0,0,43609207,7,17,0,0,0,0,0,0,0,0,0,1,0
1193,0,0,0,0,0,0,0,0,43611256,4,2,0,0,0,0,0,0,0,0,0,0,0
1194,12,0,1,0,0,0,39.90796,116.44169,43626875,4,2,0,0,0,0,0,0,0,0,0,0,0
1195,12,0,3,0,0,0,39.72422,116.33571,43632686,7,17,0,0,0,0,0,0,0,0,0,0,0
1196,15,0,0,0,0,0,39.8244,116.49985,43668891,4,17,0,0,0,0,0,0,0,0,0,0,0
1197,12,0,3,0,0,0,40.14862,116.29025,43954882,10,17,0,0,0,0,0,0,0,0,0,0,0
1198,11,0,3,0,0,0,39.84543,116.55397,43958313,4,17,0,0,0,0,0,0,0,0,0,1,0
1199,0,0,0,0,0,0,39.86787,116.53692,43981093,4,17,0,0,0,0,0,0,0,0,0,0,0
1200,15,0,0,0,0,0,39.8803,116.31224,43988492,5,17,0,0,0,0,0,0,0,0,0,0,0
1201,17,0,1,0,0,0,39.99537,116.42425,44212148,4,17,0,0,0,0,0,0,0,0,0,0,0
1202,14,0,0,0,0,0,39.96549,116.32369,44241967,1,17,0,0,0,0,0,0,0,0,0,0,0
1203,9,0,3,0,0,0,39.76358,116.33276,44249253,7,17,0,0,0,0,0,0,0,0,0,0,0
1204,19,0,0,0,0,0,40.05275,116.3139,44254019,1,17,0,0,0,0,0,0,0,0,0,0,0
1210,12,0,1,0,0,0,39.99302,116.46887,45245734,4,10,0,0,0,0,0,0,0,0,0,2,0
1211,11,0,3,0,0,0,39.96194,116.44004,45252410,4,17,0,0,0,0,0,0,0,0,0,1,0
1212,0,0,0,0,0,0,0,0,45252984,4,17,0,0,0,0,0,0,0,0,0,0,0
1213,15,0,0,0,0,0,0,0,45253310,4,17,0,0,0,0,0,0,0,0,0,0,0
1214,13,0,3,0,0,0,39.908,116.20133,45299081,6,17,0,0,0,0,0,0,0,0,0,2,0
1215,12,0,0,0,0,0,39.90538,116.45322,45304322,4,2,0,0,0,0,0,0,0,0,0,0,0
1216,24,0,3,0,0,0,39.89582,116.39649,45305565,3,17,0,0,0,0,0,0,0,0,0,2,0
1217,12,0,3,0,0,0,39.92387,116.50369,45314471,4,8,0,0,0,0,0,0,0,0,0,1,0
1218,10,0,0,0,0,0,39.92505,116.59877,45316038,4,17,0,0,0,0,0,0,0,0,0,0,0
1219,11,0,3,0,0,0,40.15735,116.83338,45333314,8,17,0,0,0,0,0,0,0,0,0,1,0
1222,11,0,3,0,0,0,39.73499,116.13917,45403423,15,17,0,0,0,0,0,0,0,0,0,0,0
1223,0,0,3,0,0,0,39.73021,116.13643,45433606,15,17,0,0,0,0,0,0,0,0,0,0,0
1226,9,0,3,0,0,0,39.8962,116.37504,45525468,3,17,0,0,0,0,0,0,0,0,0,0,0
1227,11,0,3,0,0,0,39.73496,116.13919,45565832,15,17,0,0,0,0,0,0,0,0,0,0,0
1228,16,0,0,0,0,0,39.98818,116.42078,45580249,4,17,0,0,0,0,0,0,0,0,0,0,0
1230,8,1,0,0,0,0,0,0,45832728,4,17,0,0,0,0,0,0,0,0,0,1,0
1231,12,0,3,0,0,0,39.9994,116.39681,45887204,4,5,0,0,0,0,0,0,0,0,0,0,0
1232,12,0,2,7,7,7,40.07596,116.31933,45997451,10,17,0,0,0,0,0,0,0,0,0,4,0
1233,13,0,0,0,0,0,40.08849,116.2771,46135601,1,17,0,0,0,0,0,0,0,0,0,0,0
1240,12,0,3,0,0,0,40.0668,116.53689,46500335,8,17,0,0,0,0,0,0,0,0,0,1,0
1249,10,0,0,0,0,0,39.86571,116.37045,47335383,5,17,0,0,0,0,0,0,0,0,0,0,0
1250,15,0,2,0,0,0,39.86212,116.39654,47351429,2,17,0,0,0,0,0,0,0,0,0,0,0
1252,12,0,3,0,0,0,39.85418,116.3662,47437250,5,17,0,0,0,0,0,0,0,0,0,4,0
1253,12,0,3,0,0,0,39.92391,116.35991,47478241,3,17,0,0,0,0,0,0,0,0,0,0,0
1254,10,0,1,0,0,0,39.92517,116.51809,47481911,4,17,0,0,0,0,0,0,0,0,0,0,0
1255,12,0,3,0,0,0,39.94027,116.09297,47483515,12,17,0,0,0,0,0,0,0,0,0,0,0
1256,11,0,0,0,0,0,39.96935,116.33437,47509115,1,17,0,0,0,0,0,0,0,0,0,0,0
1257,12,0,3,0,0,0,40.13022,116.65171,47528367,8,17,0,0,0,0,0,0,0,0,0,0,0
